source_cbsa_code,source_metro,source_cluster,neighbor_rank,neighbor_cbsa_code,neighbor_metro,neighbor_cluster,distance,neighbor_annual_rent,neighbor_rpp_all_items,neighbor_rpp_housing,neighbor_median_household_income,neighbor_real_household_income,neighbor_mean_real_occ_wage,neighbor_mean_real_income_after_rent,neighbor_mean_rent_burden,neighbor_share_high_lq
27140,"Jackson, MS",4,3,40220,"Roanoke, VA",4,3.141218091714079,12516.0,93.618,78.531,68761.0,73448.482129505,62641.13272502912,49271.9088578241,0.25237181089584726,0.2727272727272727
27140,"Jackson, MS",4,4,49180,"Winston-Salem, NC",4,3.1675657920984635,12192.0,92.043,71.377,65975.0,71678.45463533347,63979.902085542344,50733.91922970323,0.24631398755916462,0.2692307692307692
27140,"Jackson, MS",4,5,17900,"Columbia, SC",4,3.2223643263805837,14316.0,93.662,79.455,68359.0,72984.77504217291,63684.94238174577,48400.195098963,0.28677960507808814,0.23391812865497075
27140,"Jackson, MS",4,6,44180,"Springfield, MO",4,3.301008988174568,11664.0,88.585,65.568,65071.0,73456.00270926229,63126.94834819056,49959.933616576855,0.2404464327024649,0.28672985781990523
27140,"Jackson, MS",4,7,31420,"Macon-Bibb County, GA",2,3.3136324903300567,12528.0,88.528,58.916,59526.0,67239.74335803361,62706.12035379103,48554.66544686892,0.2700999257002899,0.3050847457627119
27140,"Jackson, MS",4,8,13820,"Birmingham, AL",4,3.3777764981233416,14064.0,91.644,71.851,71498.0,78017.10968530399,65723.20893893762,50376.868753000745,0.2824240211735994,0.31392931392931395
27140,"Jackson, MS",4,9,17980,"Columbus, GA-AL",2,3.453540305956125,12828.0,89.296,61.185,59336.0,66448.66511377889,62088.856915922086,47723.15184514624,0.2837119690139352,0.28152492668621704
27140,"Jackson, MS",4,10,22180,"Fayetteville, NC",4,3.603728369269493,14544.0,91.978,73.081,61763.0,67149.75320185263,64370.78897748841,48558.31208083921,0.29508008359611204,0.3083832335329341
27180,"Jackson, TN",2,1,36980,"Owensboro, KY",2,3.094716256675586,10884.0,88.61,55.698,68002.0,76743.03126058007,61968.56622802557,49685.52819620073,0.23782500534711193,0.36633663366336633
27180,"Jackson, TN",2,2,48700,"Williamsport, PA",2,3.307278432028135,10956.0,92.35,64.392,63917.0,69211.69463995668,61918.573443537956,50055.0109096993,0.22641284961979163,0.358974358974359
27180,"Jackson, TN",2,3,22500,"Florence, SC",2,3.4796818057132124,11208.0,86.774,52.425,54443.0,62741.14366054348,62566.05390515404,49649.74256765663,0.24883360441537591,0.35125448028673834
27180,"Jackson, TN",2,4,14540,"Bowling Green, KY",2,3.5525991576529377,11700.0,90.179,63.395,63328.0,70224.77516938532,60885.41767580124,47911.2219096029,0.2515916322732563,0.32967032967032966
27180,"Jackson, TN",2,5,27900,"Joplin, MO-KS",2,3.5830850011017845,11136.0,85.718,53.976,61901.0,72214.70402949204,65535.97466175526,52544.537624026896,0.23239779092365825,0.31690140845070425
27180,"Jackson, TN",2,6,41140,"St. Joseph, MO-KS",2,3.6103205932691904,10740.0,86.382,55.359,65005.0,75252.94621564678,66964.4952308007,54531.34943653802,0.22018524048956223,0.33183856502242154
27180,"Jackson, TN",2,7,40580,"Rocky Mount, NC",2,3.855009410178428,11040.0,88.012,56.103,59636.0,67758.94196245966,63586.16470998596,51042.42067508163,0.23718808245067868,0.37398373983739835
27180,"Jackson, TN",2,8,30620,"Lima, OH",2,3.926889981539015,11064.0,89.669,57.275,64038.0,71415.9854576275,64678.78328276013,52340.07090724574,0.22672824193499586,0.34545454545454546
27180,"Jackson, TN",2,9,33740,"Monroe, LA",2,4.031468570649285,11172.0,83.597,42.815,51660.0,61796.4759500939,62682.74243490622,49318.626497731435,0.26206553733126503,0.40601503759398494
27180,"Jackson, TN",2,10,21780,"Evansville, IN",4,4.07960759747064,11832.0,91.528,66.735,68232.0,74547.67939865396,64327.87401552051,51400.68233647148,0.2355851644071024,0.3278236914600551
27260,"Jacksonville, FL",3,1,45300,"Tampa-St. Petersburg-Clearwater, FL",3,3.094619023588503,19536.0,100.89,125.839,74392.0,73735.75180890078,59465.07072966093,40101.40733388336,0.37957932846007064,0.24006359300476948
27260,"Jacksonville, FL",3,2,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1,3.421191313980311,18336.0,96.338,104.626,85447.0,88695.0113143308,65971.2658122988,46938.27779095728,0.3405239575125513,0.24666666666666667
27260,"Jacksonville, FL",3,3,41700,"San Antonio-New Braunfels, TX",4,3.499234886299387,16356.0,94.716,94.575,76213.0,80464.75780227206,65452.93090162896,48184.465172501885,0.3194721786194416,0.20689655172413793
27260,"Jacksonville, FL",3,4,16740,"Charlotte-Concord-Gastonia, NC-SC",1,3.5111271066921588,17676.0,97.348,97.635,83304.0,85573.40674692855,65335.56193294378,47178.02402769663,0.32930309038430056,0.20500782472613457
27260,"Jacksonville, FL",3,5,16700,"Charleston-North Charleston, SC",3,3.52968457088708,19260.0,100.962,119.77,85254.0,84441.67112378916,63358.45642415075,44281.97220236433,0.363787039055273,0.2874015748031496
27260,"Jacksonville, FL",3,6,38060,"Phoenix-Mesa-Chandler, AZ",1,3.702567311724681,20424.0,103.316,121.236,88301.0,85466.91703124394,63795.93762867011,44027.46033570484,0.36109507456401635,0.23355263157894737
27260,"Jacksonville, FL",3,7,14260,"Boise City, ID",3,3.7583320293303464,17844.0,98.391,105.58,85987.0,87393.15587807828,62582.30278719957,44446.497683074194,0.33615988563011345,0.2851153039832285
27260,"Jacksonville, FL",3,8,12060,"Atlanta-Sandy Springs-Roswell, GA",1,4.275451615920204,20064.0,100.058,111.022,89724.0,89671.99024565752,65399.90559141387,45347.53596579673,0.3707652333637077,0.20268256333830104
27260,"Jacksonville, FL",3,9,42340,"Savannah, GA",3,4.437353186376559,17448.0,95.206,86.012,77180.0,81066.31934962083,62240.72121680006,43914.14516066914,0.3525628748734045,0.26153846153846155
27260,"Jacksonville, FL",3,10,37860,"Pensacola-Ferry Pass-Brent, FL",3,4.514812151591609,16248.0,97.717,98.77,75967.0,77741.84635222121,58562.87738004662,41935.26908261629,0.3324508354890374,0.3230769230769231
27340,"Jacksonville, NC",3,1,19300,"Daphne-Fairhope-Foley, AL",3,4.447804785539286,15324.0,94.69,89.15,78775.0,83192.52296969057,56427.54314236325,40244.20804890037,0.34405650080153694,0.4128787878787879
27340,"Jacksonville, NC",3,2,37460,"Panama City-Panama City Beach, FL",3,4.748251207388197,17472.0,97.296,96.424,71514.0,73501.48001973359,58354.237566858705,40396.6647992218,0.36177488698844124,0.3771043771043771
27340,"Jacksonville, NC",3,3,43640,"Slidell-Mandeville-Covington, LA",3,4.938109970009103,15984.0,92.726,85.449,81202.0,87571.98628216465,59338.88760765797,42101.003950431295,0.35668548159307384,0.4307692307692308
27340,"Jacksonville, NC",3,4,46660,"Valdosta, GA",2,4.981111272292784,12300.0,88.271,58.758,57085.0,64670.163473847584,59038.44953295425,45104.08830446471,0.2825291611788849,0.35864978902953587
27340,"Jacksonville, NC",3,5,39150,"Prescott Valley-Prescott, AZ",3,5.1260196124249635,16212.0,98.255,98.781,69613.0,70849.3206452598,60312.06677738661,43812.1431093799,0.3176941760564194,0.3861003861003861
27340,"Jacksonville, NC",3,6,41660,"San Angelo, TX",2,5.174722316412762,13860.0,92.453,81.442,68419.0,74004.08856391897,58094.47881147742,43103.07777527525,0.30891388764814864,0.3392070484581498
27340,"Jacksonville, NC",3,7,36100,"Ocala, FL",3,5.399094199862325,15324.0,95.234,86.23,61010.0,64063.25471995296,56391.25544287655,40300.3635345245,0.3291928952142377,0.33225806451612905
27340,"Jacksonville, NC",3,8,42680,"Sebastian-Vero Beach-West Vero Corridor, FL",3,5.453149648144154,16284.0,98.308,101.635,73491.0,74755.86930870326,58142.586116411716,41578.318711927845,0.3364726851604395,0.42616033755274263
27340,"Jacksonville, NC",3,9,25620,"Hattiesburg, MS",2,5.464363603674076,12168.0,87.633,60.059,60285.0,68792.57813837254,55486.33373612134,41601.15349580091,0.3000192571494962,0.35655737704918034
27340,"Jacksonville, NC",3,10,48900,"Wilmington, NC",3,5.527481330268786,16668.0,96.422,93.215,76471.0,79308.66399784281,61990.545528534785,44704.034151463165,0.33401982090631044,0.33093525179856115
27500,"Janesville-Beloit, WI",4,1,39540,"Racine-Mount Pleasant, WI",4,2.873987143836744,12960.0,95.961,92.029,78096.0,81383.06186888424,64313.61930148584,50808.132697553,0.24865044638818126,0.31417624521072796
27500,"Janesville-Beloit, WI",4,2,33780,"Monroe, MI",2,3.1127621898493376,12708.0,93.492,74.641,77335.0,82718.30744876566,66457.0452288844,52864.43837482201,0.24608840979640453,0.34183673469387754
27500,"Janesville-Beloit, WI",4,3,20740,"Eau Claire, WI",4,3.186242475424855,12396.0,92.796,72.85,74595.0,80386.00801758695,65810.39035741365,52452.05594644766,0.23801879735332193,0.31715210355987056
27500,"Janesville-Beloit, WI",4,4,29100,"La Crosse-Onalaska, WI-MN",4,3.20865452154621,12324.0,91.769,69.386,73340.0,79918.05511665158,67956.63342042305,54527.26184614416,0.23195177286284113,0.3104575163398693
27500,"Janesville-Beloit, WI",4,5,22540,"Fond du Lac, WI",4,3.266543354669182,11520.0,91.643,67.317,74275.0,81048.19789836647,66735.04795783637,54164.52975131761,0.2248073208782546,0.3613861386138614
27500,"Janesville-Beloit, WI",4,6,48140,"Wausau, WI",4,3.427087589272322,11988.0,92.651,71.464,77884.0,84061.6938834983,66115.57611276988,53176.697957110475,0.23153445639447356,0.29545454545454547
27500,"Janesville-Beloit, WI",4,7,11540,"Appleton, WI",4,3.43434413315576,12720.0,92.419,70.785,85825.0,92865.10349603437,66810.4702638197,53047.066634695824,0.24012503997365162,0.33429394812680113
27500,"Janesville-Beloit, WI",4,8,40420,"Rockford, IL",4,3.4484399734685973,12276.0,92.154,70.076,68033.0,73825.33585085835,66247.96407049483,52926.78430618726,0.23770536809852624,0.29080118694362017
27500,"Janesville-Beloit, WI",4,9,24580,"Green Bay, WI",4,3.893609139284858,12120.0,93.086,74.696,79267.0,85154.5882302387,65835.59204587441,52815.37418282305,0.22732122905949836,0.3058252427184466
27500,"Janesville-Beloit, WI",4,10,44420,"Staunton-Stuarts Draft, VA",2,3.9271996240978537,12816.0,91.128,68.232,73544.0,80704.0646124133,64357.79601245547,50294.061485197104,0.2596089907875784,0.3611111111111111
27620,"Jefferson City, MO",4,1,45820,"Topeka, KS",4,5.091277009406877,11652.0,88.82,64.987,69888.0,78684.98086016663,67111.28207694297,53992.61511004362,0.23044157947003216,0.3374233128834356
27620,"Jefferson City, MO",4,2,21060,"Elizabethtown, KY",2,5.975061209998616,11568.0,90.572,66.669,67534.0,74563.88287771054,63070.00777487575,50297.84860868752,0.23883372018100513,0.3425925925925926
27620,"Jefferson City, MO",4,3,16620,"Charleston, WV",4,6.36057840036324,10752.0,88.717,51.394,60117.0,67762.66104579731,64335.805321624524,52216.36936233825,0.22830744129223363,0.3880597014925373
27620,"Jefferson City, MO",4,4,47380,"Waco, TX",4,6.363055751677843,13812.0,92.55,83.531,66205.0,71534.30578065911,63271.5083520552,48347.68339257384,0.28515605049146603,0.2621082621082621
27620,"Jefferson City, MO",4,5,44100,"Springfield, IL",4,6.4276173630886655,11748.0,92.745,71.616,75895.0,81831.90468488866,66825.75246857957,54158.76233434053,0.22267191134467204,0.30914826498422715
27620,"Jefferson City, MO",4,6,30700,"Lincoln, NE",4,6.4611707961705855,12984.0,91.581,84.208,75049.0,81948.22070080039,66038.39117887121,51860.77791847877,0.24763292461288774,0.40046296296296297
27620,"Jefferson City, MO",4,7,26820,"Idaho Falls, ID",4,6.509469952924119,13524.0,94.412,83.985,80291.0,85043.21484557047,64894.98335528667,50570.53307354283,0.2703297036209735,0.35315985130111527
27620,"Jefferson City, MO",4,8,41140,"St. Joseph, MO-KS",2,6.539129026615764,10740.0,86.382,55.359,65005.0,75252.94621564678,66964.4952308007,54531.34943653802,0.22018524048956223,0.33183856502242154
27620,"Jefferson City, MO",4,9,44180,"Springfield, MO",4,6.540261913752669,11664.0,88.585,65.568,65071.0,73456.00270926229,63126.94834819056,49959.933616576855,0.2404464327024649,0.28672985781990523
27620,"Jefferson City, MO",4,10,17860,"Columbia, MO",4,6.54700822077303,12840.0,89.438,69.248,72340.0,80882.84621749145,66558.14857563554,52201.83470457402,0.25362735798030933,0.309375
27740,"Johnson City, TN",2,1,22500,"Florence, SC",2,5.334590193244344,11208.0,86.774,52.425,54443.0,62741.14366054348,62566.05390515404,49649.74256765663,0.24883360441537591,0.35125448028673834
27740,"Johnson City, TN",2,2,27180,"Jackson, TN",2,5.3370928827363535,11964.0,85.522,56.567,61177.0,71533.64046678047,64366.84420383058,50377.461354972984,0.2560485348037776,0.3711340206185567
27740,"Johnson City, TN",2,3,16020,"Cape Girardeau, MO-IL",2,5.459046679434043,10368.0,86.078,56.422,66759.0,77556.40233276795,63408.829935150614,51363.940416342084,0.22389822940887097,0.32857142857142857
27740,"Johnson City, TN",2,4,11020,"Altoona, PA",2,5.513792644962094,10620.0,89.507,54.978,62382.0,69695.1076452121,62179.822938593694,50314.82913922604,0.22773399270949926,0.35684647302904565
27740,"Johnson City, TN",2,5,10180,"Abilene, TX",2,5.521758790156567,13692.0,90.364,73.791,67328.0,74507.54725333097,61015.10519141739,45863.05348941217,0.29480265501265174,0.3494809688581315
27740,"Johnson City, TN",2,6,44940,"Sumter, SC",2,5.613011651268726,12684.0,88.02,60.833,56693.0,64409.22517609634,62039.69670581962,47629.335424292694,0.289801782055298,0.3563218390804598
27740,"Johnson City, TN",2,7,33740,"Monroe, LA",2,5.6259755408577865,11172.0,83.597,42.815,51660.0,61796.4759500939,62682.74243490622,49318.626497731435,0.26206553733126503,0.40601503759398494
27740,"Johnson City, TN",2,8,43340,"Shreveport-Bossier City, LA",2,5.6925391801778,12168.0,84.766,52.286,55925.0,65975.74499209588,63475.7282131115,49120.916142234026,0.2779671839710722,0.3884057971014493
27740,"Johnson City, TN",2,9,36980,"Owensboro, KY",2,5.863121110091084,10884.0,88.61,55.698,68002.0,76743.03126058007,61968.56622802557,49685.52819620073,0.23782500534711193,0.36633663366336633
27740,"Johnson City, TN",2,10,48700,"Williamsport, PA",2,5.87405197807726,10956.0,92.35,64.392,63917.0,69211.69463995668,61918.573443537956,50055.0109096993,0.22641284961979163,0.358974358974359
27780,"Johnstown, PA",2,1,11020,"Altoona, PA",2,3.566469599473978,10620.0,89.507,54.978,62382.0,69695.1076452121,62179.822938593694,50314.82913922604,0.22773399270949926,0.35684647302904565
27780,"Johnstown, PA",2,2,48260,"Weirton-Steubenville, WV-OH",2,4.285917008470035,9420.0,89.024,52.383,58784.0,66031.63191948239,61784.71012197054,51203.293874666444,0.20762400003583392,0.40782122905027934
27780,"Johnstown, PA",2,3,36980,"Owensboro, KY",2,4.441167301815675,10884.0,88.61,55.698,68002.0,76743.03126058007,61968.56622802557,49685.52819620073,0.23782500534711193,0.36633663366336633
27780,"Johnstown, PA",2,4,48700,"Williamsport, PA",2,4.536675493032489,10956.0,92.35,64.392,63917.0,69211.69463995668,61918.573443537956,50055.0109096993,0.22641284961979163,0.358974358974359
27780,"Johnstown, PA",2,5,31900,"Mansfield, OH",2,4.702541865678573,9888.0,88.872,54.919,59509.0,66960.34746601855,62618.687943722405,51492.57398206969,0.20843290776580617,0.39565217391304347
27780,"Johnstown, PA",2,6,49660,"Youngstown-Warren, OH",2,4.780328606885237,9540.0,87.394,53.448,56713.0,64893.47094766231,63549.85505936163,52633.77386385622,0.20069441219467554,0.3277777777777778
27780,"Johnstown, PA",2,7,26580,"Huntington-Ashland, WV-KY-OH",2,4.824139456754273,10608.0,88.422,51.257,60078.0,67944.62916468752,61336.21257419301,49339.19825648927,0.23270316864726165,0.3569553805774278
27780,"Johnstown, PA",2,8,22500,"Florence, SC",2,4.825666479564263,11208.0,86.774,52.425,54443.0,62741.14366054348,62566.05390515404,49649.74256765663,0.24883360441537591,0.35125448028673834
27780,"Johnstown, PA",2,9,16020,"Cape Girardeau, MO-IL",2,4.87643633229583,10368.0,86.078,56.422,66759.0,77556.40233276795,63408.829935150614,51363.940416342084,0.22389822940887097,0.32857142857142857
27780,"Johnstown, PA",2,10,21500,"Erie, PA",4,5.093972484162759,10848.0,90.95,56.83,63354.0,69658.0538757559,63101.11761660605,51173.68496130094,0.22484026575282168,0.2936046511627907
27860,"Jonesboro, AR",2,1,36980,"Owensboro, KY",2,3.4866447299957106,10884.0,88.61,55.698,68002.0,76743.03126058007,61968.56622802557,49685.52819620073,0.23782500534711193,0.36633663366336633
27860,"Jonesboro, AR",2,2,45500,"Texarkana, TX-AR",2,3.7518153222423654,11400.0,84.012,49.885,55646.0,66235.77584154645,62572.92591513569,49003.43584228894,0.25881687835164313,0.3648068669527897
27860,"Jonesboro, AR",2,3,22900,"Fort Smith, AR-OK",2,3.9396360568145794,10392.0,85.888,53.443,58468.0,68074.70193740685,58892.34541160423,46792.86702114223,0.23832657232574747,0.34797297297297297
27860,"Jonesboro, AR",2,4,48660,"Wichita Falls, TX",2,3.9527225996431348,11940.0,89.513,68.208,65379.0,73038.55305933216,60039.527016390704,46700.68237929889,0.26803627407771496,0.3374485596707819
27860,"Jonesboro, AR",2,5,40660,"Rome, GA",2,4.097367506774682,12168.0,90.161,60.276,65565.0,72719.91215714111,60486.93796730683,46991.080556674744,0.26570970700495744,0.3622448979591837
27860,"Jonesboro, AR",2,6,48700,"Williamsport, PA",2,4.149840235735695,10956.0,92.35,64.392,63917.0,69211.69463995668,61918.573443537956,50055.0109096993,0.22641284961979163,0.358974358974359
27860,"Jonesboro, AR",2,7,43340,"Shreveport-Bossier City, LA",2,4.157230890493124,12168.0,84.766,52.286,55925.0,65975.74499209588,63475.7282131115,49120.916142234026,0.2779671839710722,0.3884057971014493
27860,"Jonesboro, AR",2,8,22500,"Florence, SC",2,4.185373438898245,11208.0,86.774,52.425,54443.0,62741.14366054348,62566.05390515404,49649.74256765663,0.24883360441537591,0.35125448028673834
27860,"Jonesboro, AR",2,9,27180,"Jackson, TN",2,4.256388895449411,11964.0,85.522,56.567,61177.0,71533.64046678047,64366.84420383058,50377.461354972984,0.2560485348037776,0.3711340206185567
27860,"Jonesboro, AR",2,10,30620,"Lima, OH",2,4.323515947767498,11064.0,89.669,57.275,64038.0,71415.9854576275,64678.78328276013,52340.07090724574,0.22672824193499586,0.34545454545454546
27900,"Joplin, MO-KS",2,1,41140,"St. Joseph, MO-KS",2,2.703178107237759,10740.0,86.382,55.359,65005.0,75252.94621564678,66964.4952308007,54531.34943653802,0.22018524048956223,0.33183856502242154
27900,"Joplin, MO-KS",2,2,43580,"Sioux City, IA-NE-SD",4,3.4946929186936733,12024.0,86.454,57.849,75192.0,86973.41939065862,68073.12295123762,54165.14876843521,0.24084804678289062,0.2916666666666667
27900,"Joplin, MO-KS",2,3,27180,"Jackson, TN",2,3.5830850011017845,11964.0,85.522,56.567,61177.0,71533.64046678047,64366.84420383058,50377.461354972984,0.2560485348037776,0.3711340206185567
27900,"Joplin, MO-KS",2,4,40420,"Rockford, IL",4,3.6317747737954806,12276.0,92.154,70.076,68033.0,73825.33585085835,66247.96407049483,52926.78430618726,0.23770536809852624,0.29080118694362017
27900,"Joplin, MO-KS",2,5,24260,"Grand Island, NE",2,3.72040864027101,11148.0,86.657,61.748,69704.0,80436.66408945614,67028.90487235664,54164.39306142389,0.2245023188835738,0.3526315789473684
27900,"Joplin, MO-KS",2,6,28700,"Kingsport-Bristol, TN-VA",4,3.723307319992776,10188.0,86.447,56.496,57792.0,66852.52235473758,65706.86528491796,53921.60957910977,0.21518060993346674,0.27586206896551724
27900,"Joplin, MO-KS",2,7,14540,"Bowling Green, KY",2,3.727176187872706,11700.0,90.179,63.395,63328.0,70224.77516938532,60885.41767580124,47911.2219096029,0.2515916322732563,0.32967032967032966
27900,"Joplin, MO-KS",2,8,44220,"Springfield, OH",2,3.7616396663555545,10464.0,90.482,61.726,63132.0,69772.99352357375,62536.56525648136,50971.834149741895,0.21651752780453368,0.34782608695652173
27900,"Joplin, MO-KS",2,9,15940,"Canton-Massillon, OH",4,3.843346778546093,10896.0,89.406,58.143,67801.0,75834.95514842404,63138.081042181606,50950.979505372,0.22437122305040677,0.3256997455470738
27900,"Joplin, MO-KS",2,10,30620,"Lima, OH",2,3.9093850349209998,11064.0,89.669,57.275,64038.0,71415.9854576275,64678.78328276013,52340.07090724574,0.22672824193499586,0.34545454545454546
27980,"Kahului-Wailuku, HI",3,1,34940,"Naples-Marco Island, FL",3,7.461381398588394,22344.0,103.2,129.441,90045.0,87252.90697674418,62069.15544675643,40417.99265605875,0.41385420867850703,0.3157894736842105
27980,"Kahului-Wailuku, HI",3,2,25940,"Hilton Head Island-Bluffton-Port Royal, SC",3,7.740634654537238,18876.0,98.017,101.235,83304.0,84989.33858412316,58370.05165370473,39112.16781722738,0.3938453566326406,0.322463768115942
27980,"Kahului-Wailuku, HI",3,3,46520,"Urban Honolulu, HI",1,7.955674576813917,24996.0,110.961,135.538,106195.0,95704.79718099152,63501.889663461654,40975.05591106216,0.4167379570982066,0.40210526315789474
27980,"Kahului-Wailuku, HI",3,4,22380,"Flagstaff, AZ",3,7.97723132326711,17676.0,100.325,108.961,72966.0,72729.62870670321,61409.03851101806,43790.29941308633,0.32794761334216854,0.3493975903614458
27980,"Kahului-Wailuku, HI",3,5,14580,"Bozeman, MT",3,8.099763296172682,20328.0,102.51,139.188,93528.0,91237.9280070237,61586.91834942931,41756.657887035406,0.36948574028016967,0.4134275618374558
27980,"Kahului-Wailuku, HI",3,6,13460,"Bend, OR",3,8.221074468982055,20364.0,103.607,109.958,89788.0,86662.09812078334,63998.86696921613,44343.824356265264,0.35544100910429943,0.3914209115281501
27980,"Kahului-Wailuku, HI",3,7,42020,"San Luis Obispo-Paso Robles, CA",1,8.242239826435593,23904.0,108.596,144.362,97446.0,89732.58683561088,65492.69870617381,43480.838232491544,0.399979463955744,0.3521505376344086
27980,"Kahului-Wailuku, HI",3,8,42220,"Santa Rosa-Petaluma, CA",1,8.748172958434766,25896.0,107.784,139.569,104674.0,97114.59956950937,69520.56219415164,45494.73275750057,0.4065091968434686,0.330188679245283
27980,"Kahului-Wailuku, HI",3,9,28740,"Kingston, NY",5,8.883977726822959,17100.0,100.709,110.173,86271.0,85663.64475866109,62617.465097360895,45637.850564399596,0.31443492088828084,0.3735408560311284
27980,"Kahului-Wailuku, HI",3,10,42680,"Sebastian-Vero Beach-West Vero Corridor, FL",3,9.036413923074882,16284.0,98.308,101.635,73491.0,74755.86930870326,58142.586116411716,41578.318711927845,0.3364726851604395,0.42616033755274263
28020,"Kalamazoo-Portage, MI",4,1,10420,"Akron, OH",4,3.349179005422338,12396.0,93.37,76.785,72371.0,77509.9068223198,65443.69046198477,52167.47754563048,0.23829894393732945,0.2775423728813559
28020,"Kalamazoo-Portage, MI",4,2,21780,"Evansville, IN",4,3.567824938026655,11832.0,91.528,66.735,68232.0,74547.67939865396,64327.87401552051,51400.68233647148,0.2355851644071024,0.3278236914600551
28020,"Kalamazoo-Portage, MI",4,3,24580,"Green Bay, WI",4,3.611759494139875,12120.0,93.086,74.696,79267.0,85154.5882302387,65835.59204587441,52815.37418282305,0.22732122905949836,0.3058252427184466
28020,"Kalamazoo-Portage, MI",4,4,27100,"Jackson, MI",4,3.621265227298238,11820.0,91.779,67.092,66073.0,71991.41415792283,65764.28923560276,52885.526119857335,0.23273049433515275,0.34497816593886466
28020,"Kalamazoo-Portage, MI",4,5,40420,"Rockford, IL",4,3.634906462900416,12276.0,92.154,70.076,68033.0,73825.33585085835,66247.96407049483,52926.78430618726,0.23770536809852624,0.29080118694362017
28020,"Kalamazoo-Portage, MI",4,6,29100,"La Crosse-Onalaska, WI-MN",4,3.749378639094606,12324.0,91.769,69.386,73340.0,79918.05511665158,67956.63342042305,54527.26184614416,0.23195177286284113,0.3104575163398693
28020,"Kalamazoo-Portage, MI",4,7,43780,"South Bend-Mishawaka, IN-MI",4,3.7620202669095555,12552.0,92.858,74.586,67217.0,72386.8702750436,64529.314989695355,51011.901304283216,0.24506448426998492,0.3015463917525773
28020,"Kalamazoo-Portage, MI",4,8,23060,"Fort Wayne, IN",4,3.811434276988377,12036.0,92.572,72.277,71213.0,76927.14859784815,63424.868905130206,50423.097311127705,0.23763223462009603,0.3185840707964602
28020,"Kalamazoo-Portage, MI",4,9,20740,"Eau Claire, WI",4,3.8279093751971685,12396.0,92.796,72.85,74595.0,80386.00801758695,65810.39035741365,52452.05594644766,0.23801879735332193,0.31715210355987056
28020,"Kalamazoo-Portage, MI",4,10,37900,"Peoria, IL",4,3.867922209369861,11460.0,91.231,63.763,71857.0,78763.79739342986,69581.11682553023,57019.59716664234,0.21445568399867354,0.30238726790450926
28100,"Kankakee, IL",2,1,40660,"Rome, GA",2,3.236709253742558,12168.0,90.161,60.276,65565.0,72719.91215714111,60486.93796730683,46991.080556674744,0.26570970700495744,0.3622448979591837
28100,"Kankakee, IL",2,2,30620,"Lima, OH",2,4.16583450737428,11064.0,89.669,57.275,64038.0,71415.9854576275,64678.78328276013,52340.07090724574,0.22672824193499586,0.34545454545454546
28100,"Kankakee, IL",2,3,36980,"Owensboro, KY",2,4.352438007984787,10884.0,88.61,55.698,68002.0,76743.03126058007,61968.56622802557,49685.52819620073,0.23782500534711193,0.36633663366336633
28100,"Kankakee, IL",2,4,44220,"Springfield, OH",2,4.480855819878428,10464.0,90.482,61.726,63132.0,69772.99352357375,62536.56525648136,50971.834149741895,0.21651752780453368,0.34782608695652173
28100,"Kankakee, IL",2,5,48660,"Wichita Falls, TX",2,4.550791663403711,11940.0,89.513,68.208,65379.0,73038.55305933216,60039.527016390704,46700.68237929889,0.26803627407771496,0.3374485596707819
28100,"Kankakee, IL",2,6,27860,"Jonesboro, AR",2,4.695484051413151,11148.0,85.876,53.848,56738.0,66069.68186687781,60278.60351726368,47297.09529610759,0.25100764913006907,0.3983402489626556
28100,"Kankakee, IL",2,7,48260,"Weirton-Steubenville, WV-OH",2,4.763791944972765,9420.0,89.024,52.383,58784.0,66031.63191948239,61784.71012197054,51203.293874666444,0.20762400003583392,0.40782122905027934
28100,"Kankakee, IL",2,8,48700,"Williamsport, PA",2,4.887848767268796,10956.0,92.35,64.392,63917.0,69211.69463995668,61918.573443537956,50055.0109096993,0.22641284961979163,0.358974358974359
28100,"Kankakee, IL",2,9,15500,"Burlington, NC",2,4.981044746327479,12768.0,93.196,77.88,65651.0,70444.01047255247,60993.965130447534,47293.8063253486,0.271091232246963,0.2661290322580645
28100,"Kankakee, IL",2,10,14540,"Bowling Green, KY",2,4.9999644015206215,11700.0,90.179,63.395,63328.0,70224.77516938532,60885.41767580124,47911.2219096029,0.2515916322732563,0.32967032967032966
28140,"Kansas City, MO-KS",4,1,18140,"Columbus, OH",4,2.9165633888209634,15288.0,95.469,87.945,81945.0,85834.14511516828,68597.49537246945,52583.92028526837,0.27429271692332724,0.178752107925801
28140,"Kansas City, MO-KS",4,2,36540,"Omaha, NE-IA",4,2.9863255325505187,14304.0,91.911,86.404,84829.0,92294.71989206951,69538.21019913851,53975.32871596457,0.26226383373999673,0.28884826325411334
28140,"Kansas City, MO-KS",4,3,17140,"Cincinnati, OH-KY-IN",4,3.3438917738904927,13260.0,95.37,87.608,81120.0,85058.19440075495,67151.80475042066,53248.06143491264,0.24356120073391233,0.215311004784689
28140,"Kansas City, MO-KS",4,4,26900,"Indianapolis-Carmel-Greenwood, IN",4,3.566800635012672,14292.0,95.696,88.917,79852.0,83443.40411302458,67102.48315808205,52167.689645291546,0.26071779381385785,0.23014586709886548
