source_cbsa_code,source_metro,source_cluster,neighbor_rank,neighbor_cbsa_code,neighbor_metro,neighbor_cluster,distance,neighbor_annual_rent,neighbor_rpp_all_items,neighbor_rpp_housing,neighbor_median_household_income,neighbor_real_household_income,neighbor_mean_real_occ_wage,neighbor_mean_real_income_after_rent,neighbor_mean_rent_burden,neighbor_share_high_lq
14500,"Boulder, CO",1,7,39580,"Raleigh-Cary, NC",1,7.412095623115429,18876.0,98.157,103.476,100103.0,101982.5381786322,66179.1612271303,46948.74464960654,0.34717101034965425,0.2859778597785978
14500,"Boulder, CO",1,8,15540,"Burlington-South Burlington, VT",1,7.601386377174458,18972.0,100.949,103.842,93043.0,92168.32261835184,66738.16237156141,47944.51409371814,0.3245192313047483,0.39050131926121373
14500,"Boulder, CO",1,9,20500,"Durham-Chapel Hill, NC",1,7.668870686561894,17592.0,97.572,98.934,83500.0,85577.8297052433,69635.24282625629,51605.480189434245,0.3129417851272658,0.30269058295964124
14500,"Boulder, CO",1,10,31700,"Manchester-Nashua, NH",1,8.081816418920951,19476.0,105.657,134.22,103545.0,98001.07896305971,63863.91534751542,45430.6832852763,0.34212374074494756,0.3234624145785877
14540,"Bowling Green, KY",2,1,15940,"Canton-Massillon, OH",4,3.096256683557281,10896.0,89.406,58.143,67801.0,75834.95514842404,63138.081042181606,50950.979505372,0.22437122305040677,0.3256997455470738
14540,"Bowling Green, KY",2,2,40580,"Rocky Mount, NC",2,3.354083647305435,11040.0,88.012,56.103,59636.0,67758.94196245966,63586.16470998596,51042.42067508163,0.23718808245067868,0.37398373983739835
14540,"Bowling Green, KY",2,3,48700,"Williamsport, PA",2,3.4697295513916506,10956.0,92.35,64.392,63917.0,69211.69463995668,61918.573443537956,50055.0109096993,0.22641284961979163,0.358974358974359
14540,"Bowling Green, KY",2,4,22900,"Fort Smith, AR-OK",2,3.530697037526035,10392.0,85.888,53.443,58468.0,68074.70193740685,58892.34541160423,46792.86702114223,0.23832657232574747,0.34797297297297297
14540,"Bowling Green, KY",2,5,27180,"Jackson, TN",2,3.5525991576529377,11964.0,85.522,56.567,61177.0,71533.64046678047,64366.84420383058,50377.461354972984,0.2560485348037776,0.3711340206185567
14540,"Bowling Green, KY",2,6,12220,"Auburn-Opelika, AL",2,3.565042323970612,12312.0,87.933,62.078,63649.0,72383.51927035356,62628.00710071414,48626.437724029616,0.27210367255887064,0.3426294820717131
14540,"Bowling Green, KY",2,7,17420,"Cleveland, TN",2,3.632439037157909,12072.0,88.08,60.327,66135.0,75085.14986376022,61338.95322434151,47633.23115349682,0.27203319219128225,0.3251231527093596
14540,"Bowling Green, KY",2,8,17300,"Clarksville, TN-KY",2,3.7055918510240065,14484.0,90.947,73.801,68967.0,75832.07802346422,62072.269197078145,46146.51023856385,0.3053920742170733,0.33663366336633666
14540,"Bowling Green, KY",2,9,36980,"Owensboro, KY",2,3.711109404018155,10884.0,88.61,55.698,68002.0,76743.03126058007,61968.56622802557,49685.52819620073,0.23782500534711193,0.36633663366336633
14540,"Bowling Green, KY",2,10,21780,"Evansville, IN",4,3.723713105993129,11832.0,91.528,66.735,68232.0,74547.67939865396,64327.87401552051,51400.68233647148,0.2355851644071024,0.3278236914600551
14580,"Bozeman, MT",3,1,13460,"Bend, OR",3,5.477822127459759,20364.0,103.607,109.958,89788.0,86662.09812078334,63998.86696921613,44343.824356265264,0.35544100910429943,0.3914209115281501
14580,"Bozeman, MT",3,2,34940,"Naples-Marco Island, FL",3,5.899169646910398,22344.0,103.2,129.441,90045.0,87252.90697674418,62069.15544675643,40417.99265605875,0.41385420867850703,0.3157894736842105
14580,"Bozeman, MT",3,3,17660,"Coeur d'Alene, ID",3,5.939365183321368,17904.0,98.293,105.597,81861.0,83282.63457214653,60748.985176970884,42534.056341753734,0.3479514361497808,0.4024390243902439
14580,"Bozeman, MT",3,4,41100,"St. George, UT",3,6.34746186527336,18792.0,97.321,98.148,80632.0,82851.59420885523,58262.322438265,38953.02639732831,0.38947142117700184,0.3381294964028777
14580,"Bozeman, MT",3,5,37460,"Panama City-Panama City Beach, FL",3,6.50795242956117,17472.0,97.296,96.424,71514.0,73501.48001973359,58354.237566858705,40396.6647992218,0.36177488698844124,0.3771043771043771
14580,"Bozeman, MT",3,6,18880,"Crestview-Fort Walton Beach-Destin, FL",3,6.54440841727008,19596.0,97.031,94.934,81993.0,84501.86023023569,63599.05344272683,43403.4458533997,0.3781119806794754,0.3630769230769231
14580,"Bozeman, MT",3,7,48900,"Wilmington, NC",3,6.630354515686918,16668.0,96.422,93.215,76471.0,79308.66399784281,61990.545528534785,44704.034151463165,0.33401982090631044,0.33093525179856115
14580,"Bozeman, MT",3,8,24540,"Greeley, CO",3,6.656507484883984,18468.0,100.176,112.599,97097.0,96926.40951924612,65735.34625302242,47299.79282705214,0.32497510165126253,0.3687315634218289
14580,"Bozeman, MT",3,9,22660,"Fort Collins-Loveland, CO",1,6.6711796763371,20592.0,101.128,120.592,93765.0,92719.12823352583,68590.8747918329,48228.56168369273,0.34663914441524585,0.41745283018867924
14580,"Bozeman, MT",3,10,16820,"Charlottesville, VA",1,6.829488657849091,19176.0,99.146,107.041,93598.0,94404.21197022573,67340.57421810836,47999.40059537018,0.3484298226855864,0.32285714285714284
14740,"Bremerton-Silverdale-Port Orchard, WA",1,1,34580,"Mount Vernon-Anacortes, WA",5,6.136232420657037,18432.0,102.443,108.165,89263.0,87134.30883515712,70483.64866543798,52491.204086501406,0.2974167363049318,0.4555984555984556
14740,"Bremerton-Silverdale-Port Orchard, WA",1,2,13380,"Bellingham, WA",5,6.2220504257276055,18660.0,103.334,112.946,81784.0,79145.29583680104,68420.25426497441,50362.3062517358,0.3076581318562428,0.35135135135135137
14740,"Bremerton-Silverdale-Port Orchard, WA",1,3,24540,"Greeley, CO",3,6.306481009676084,18468.0,100.176,112.599,97097.0,96926.40951924612,65735.34625302242,47299.79282705214,0.32497510165126253,0.3687315634218289
14740,"Bremerton-Silverdale-Port Orchard, WA",1,4,28420,"Kennewick-Richland, WA",5,6.981181650651472,15408.0,100.079,94.824,89010.0,88939.73760729026,76414.21490279165,61018.3776142496,0.24236389307139142,0.3151862464183381
14740,"Bremerton-Silverdale-Port Orchard, WA",1,5,46700,"Vallejo, CA",1,7.0546245647002666,25956.0,108.479,142.042,100401.0,92553.397431761,71271.670737124,47344.459018726884,0.402143202664394,0.2884097035040431
14740,"Bremerton-Silverdale-Port Orchard, WA",1,6,22660,"Fort Collins-Loveland, CO",1,7.111932162472089,20592.0,101.128,120.592,93765.0,92719.12823352583,68590.8747918329,48228.56168369273,0.34663914441524585,0.41745283018867924
14740,"Bremerton-Silverdale-Port Orchard, WA",1,7,17820,"Colorado Springs, CO",1,7.359667126279132,20388.0,100.707,116.207,90144.0,89511.15612618787,66961.94500625262,46717.076228511236,0.3564059462598079,0.34475374732334046
14740,"Bremerton-Silverdale-Port Orchard, WA",1,8,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",1,7.402310577162289,17736.0,97.941,99.805,82330.0,84060.8121215834,65890.17057801326,47781.30912060523,0.3266761783574887,0.2770034843205575
14740,"Bremerton-Silverdale-Port Orchard, WA",1,9,11260,"Anchorage, AK",5,7.481232572018065,17496.0,105.42,109.905,100505.0,95337.69683172074,68267.62729737941,51671.15603955357,0.28942232701196097,0.4449760765550239
14740,"Bremerton-Silverdale-Port Orchard, WA",1,10,38900,"Portland-Vancouver-Hillsboro, OR-WA",1,7.499545666851473,20688.0,105.421,125.114,97436.0,92425.60780110223,69569.50044399414,49945.326892235,0.3268104331421303,0.3063063063063063
14860,"Bridgeport-Stamford-Danbury, CT",1,1,25540,"Hartford-West Hartford-East Hartford, CT",1,5.780743007988311,16992.0,102.746,110.234,95118.0,92575.86670040683,71257.96861612689,54720.09852872691,0.27788520830891394,0.2864864864864865
14860,"Bridgeport-Stamford-Danbury, CT",1,2,31700,"Manchester-Nashua, NH",1,5.842843185574748,19476.0,105.657,134.22,103545.0,98001.07896305971,63863.91534751542,45430.6832852763,0.34212374074494756,0.3234624145785877
14860,"Bridgeport-Stamford-Danbury, CT",1,3,12580,"Baltimore-Columbia-Towson, MD",1,5.976136306401594,19332.0,104.487,118.194,99470.0,95198.4457396614,67308.79132704846,48806.96813373255,0.32844073814588853,0.30670926517571884
14860,"Bridgeport-Stamford-Danbury, CT",1,4,14460,"Boston-Cambridge-Newton, MA-NH",1,5.979260025611807,24276.0,108.266,148.424,115863.0,107016.97670552156,71208.52884058042,48785.97697757634,0.3742820096621183,0.2928679817905918
14860,"Bridgeport-Stamford-Danbury, CT",1,5,35300,"New Haven, CT",1,6.148215072724609,18300.0,104.559,124.293,88197.0,84351.41881617077,69752.43215382156,52250.351988556016,0.2981927492560833,0.28832951945080093
14860,"Bridgeport-Stamford-Danbury, CT",1,6,38860,"Portland-South Portland, ME",1,6.3972193050444,17820.0,101.858,105.164,92175.0,90493.62838461387,65501.915349666735,48006.971408101024,0.3058479428735404,0.3081761006289308
14860,"Bridgeport-Stamford-Danbury, CT",1,7,12420,"Austin-Round Rock-San Marcos, TX",1,6.418857007025168,20712.0,98.066,120.361,100431.0,102411.64113964065,67353.5803706135,46233.110482986805,0.37534564831619,0.24790619765494137
14860,"Bridgeport-Stamford-Danbury, CT",1,8,40900,"Sacramento-Roseville-Folsom, CA",1,6.648136221971779,21828.0,106.67,130.23,97188.0,91110.90278428799,72284.30998105383,51821.19945325783,0.34014191851906084,0.25232198142414863
14860,"Bridgeport-Stamford-Danbury, CT",1,9,38900,"Portland-Vancouver-Hillsboro, OR-WA",1,6.7661987473766185,20688.0,105.421,125.114,97436.0,92425.60780110223,69569.50044399414,49945.326892235,0.3268104331421303,0.3063063063063063
14860,"Bridgeport-Stamford-Danbury, CT",1,10,15540,"Burlington-South Burlington, VT",1,6.834753292461891,18972.0,100.949,103.842,93043.0,92168.32261835184,66738.16237156141,47944.51409371814,0.3245192313047483,0.39050131926121373
15180,"Brownsville-Harlingen, TX",2,1,32580,"McAllen-Edinburg-Mission, TX",2,5.360243495885653,11484.0,85.895,55.892,54338.0,63260.9581465743,61071.5996216887,47701.787641945986,0.2659319697794923,0.21951219512195122
15180,"Brownsville-Harlingen, TX",2,2,29740,"Las Cruces, NM",2,6.575272661718938,11208.0,90.212,62.982,56848.0,63016.00673967986,65154.128170601645,52730.060419083,0.23121993369223592,0.28679245283018867
15180,"Brownsville-Harlingen, TX",2,3,21500,"Erie, PA",4,6.997360374584185,10848.0,90.95,56.83,63354.0,69658.0538757559,63101.11761660605,51173.68496130094,0.22484026575282168,0.2936046511627907
15180,"Brownsville-Harlingen, TX",2,4,21340,"El Paso, TX",4,7.288073936655145,12948.0,89.912,71.248,59751.0,66454.97820090756,61103.52958467151,46702.782187216224,0.28833702992574883,0.2627118644067797
15180,"Brownsville-Harlingen, TX",2,5,29700,"Laredo, TX",2,7.55233369637126,12324.0,86.956,59.746,63058.0,72517.13510281061,58069.782418694514,43897.097382584296,0.29494455774935346,0.26
15180,"Brownsville-Harlingen, TX",2,6,33740,"Monroe, LA",2,8.040953246240175,11172.0,83.597,42.815,51660.0,61796.4759500939,62682.74243490622,49318.626497731435,0.26206553733126503,0.40601503759398494
15180,"Brownsville-Harlingen, TX",2,7,26580,"Huntington-Ashland, WV-KY-OH",2,8.114882244126298,10608.0,88.422,51.257,60078.0,67944.62916468752,61336.21257419301,49339.19825648927,0.23270316864726165,0.3569553805774278
15180,"Brownsville-Harlingen, TX",2,8,24420,"Grants Pass, OR",5,8.167211090738972,14328.0,97.76,79.911,60098.0,61475.04091653028,60599.55115806179,45943.250012398945,0.27956365768822994,0.31547619047619047
15180,"Brownsville-Harlingen, TX",2,9,14020,"Bloomington, IN",4,8.184325893628332,14112.0,95.084,85.59,65543.0,68931.68146060326,63574.025694922704,48732.41196390591,0.27921642110851186,0.27340823970037453
15180,"Brownsville-Harlingen, TX",2,10,22420,"Flint, MI",4,8.281252714392668,11868.0,93.034,74.039,62281.0,66944.34292839176,65006.57327924778,52249.94666962119,0.23458804632094313,0.32621951219512196
15260,"Brunswick-St. Simons, GA",2,1,41780,"Sandusky, OH",2,4.38052851255307,11184.0,89.281,59.462,73502.0,82326.58684378534,63872.79183824776,51346.05042630122,0.22899681919176987,0.41013824884792627
15260,"Brunswick-St. Simons, GA",2,2,46660,"Valdosta, GA",2,5.006299697240325,12300.0,88.271,58.758,57085.0,64670.163473847584,59038.44953295425,45104.08830446471,0.2825291611788849,0.35864978902953587
15260,"Brunswick-St. Simons, GA",2,3,12220,"Auburn-Opelika, AL",2,5.055212800676789,12312.0,87.933,62.078,63649.0,72383.51927035356,62628.00710071414,48626.437724029616,0.27210367255887064,0.3426294820717131
15260,"Brunswick-St. Simons, GA",2,4,34620,"Muncie, IN",2,5.227420994420815,10872.0,88.148,57.474,58127.0,65942.50578572402,64374.798166014705,52040.99592433027,0.23166642453710123,0.375609756097561
15260,"Brunswick-St. Simons, GA",2,5,48660,"Wichita Falls, TX",2,5.573206271265516,11940.0,89.513,68.208,65379.0,73038.55305933216,60039.527016390704,46700.68237929889,0.26803627407771496,0.3374485596707819
15260,"Brunswick-St. Simons, GA",2,6,17980,"Columbus, GA-AL",2,5.596361143338885,12828.0,89.296,61.185,59336.0,66448.66511377889,62088.856915922086,47723.15184514624,0.2837119690139352,0.28152492668621704
15260,"Brunswick-St. Simons, GA",2,7,31420,"Macon-Bibb County, GA",2,5.600455966524557,12528.0,88.528,58.916,59526.0,67239.74335803361,62706.12035379103,48554.66544686892,0.2700999257002899,0.3050847457627119
15260,"Brunswick-St. Simons, GA",2,8,24140,"Goldsboro, NC",2,5.6410366527142,11580.0,88.462,57.684,59733.0,67523.9085709118,60073.05161161477,46982.68512657035,0.26023030310527223,0.27835051546391754
15260,"Brunswick-St. Simons, GA",2,9,38540,"Pocatello, ID",2,5.685450139852837,11520.0,88.906,66.396,66499.0,74796.97658200796,62063.57907681719,49106.07339666061,0.24592540601312957,0.3468208092485549
15260,"Brunswick-St. Simons, GA",2,10,31740,"Manhattan, KS",2,5.685467291634823,12756.0,90.162,71.971,65469.0,72612.63059825647,63830.00767799487,49682.14050557191,0.2657730092269942,0.35802469135802467
15380,"Buffalo-Cheektowaga, NY",4,1,45060,"Syracuse, NY",4,2.4283486410132076,12924.0,95.742,80.656,75492.0,78849.40778341793,70582.2444795936,57083.466513810556,0.22411724162820085,0.30980392156862746
15380,"Buffalo-Cheektowaga, NY",4,2,40380,"Rochester, NY",4,2.502909454238777,13716.0,97.035,87.481,76284.0,78614.93275622198,68855.4798247465,54720.37393511904,0.23952373161743856,0.31393298059964725
15380,"Buffalo-Cheektowaga, NY",4,3,38300,"Pittsburgh, PA",4,3.5436037088838246,12636.0,94.671,71.986,75762.0,80026.6184998574,66463.37941855424,53116.103061486065,0.23725910596419883,0.24960753532182103
15380,"Buffalo-Cheektowaga, NY",4,4,33340,"Milwaukee-Waukesha, WI",4,3.6826034517721844,13668.0,96.937,97.111,78218.0,80689.51999752417,68438.57298461662,54338.69368156412,0.2432016245299029,0.24273504273504273
15380,"Buffalo-Cheektowaga, NY",4,5,17410,"Cleveland, OH",4,3.716291342210462,12600.0,93.923,79.434,70678.0,75251.00348157533,67255.02311467905,53839.77871234947,0.23579692944191716,0.25938009787928223
15380,"Buffalo-Cheektowaga, NY",4,6,41180,"St. Louis, MO-IL",4,4.286752186270173,13356.0,95.088,79.024,80196.0,84338.71781928319,67041.5904014345,52995.654005674776,0.24362628518226778,0.19314641744548286
15380,"Buffalo-Cheektowaga, NY",4,7,10580,"Albany-Schenectady-Troy, NY",4,4.3935134945166014,15360.0,99.566,102.582,88074.0,88457.90731775906,70461.07192936643,55034.118953450954,0.25776651404899287,0.35304347826086957
15380,"Buffalo-Cheektowaga, NY",4,8,13780,"Binghamton, NY",4,4.404921674820348,11268.0,92.863,69.694,64590.0,69554.07428146839,69819.2476058189,57685.24375067746,0.20875934676794164,0.33432835820895523
15380,"Buffalo-Cheektowaga, NY",4,9,17140,"Cincinnati, OH-KY-IN",4,4.412835738935013,13260.0,95.37,87.608,81120.0,85058.19440075495,67151.80475042066,53248.06143491264,0.24356120073391233,0.215311004784689
15380,"Buffalo-Cheektowaga, NY",4,10,19430,"Dayton-Kettering-Beavercreek, OH",4,4.454164143746429,12468.0,92.694,72.712,71739.0,77393.3587934494,69465.98837606114,56015.2795923211,0.2309123392681901,0.2871900826446281
15500,"Burlington, NC",2,1,24140,"Goldsboro, NC",2,3.9963994305220996,11580.0,88.462,57.684,59733.0,67523.9085709118,60073.05161161477,46982.68512657035,0.26023030310527223,0.27835051546391754
15500,"Burlington, NC",2,2,34740,"Muskegon-Norton Shores, MI",2,4.084218549302311,12336.0,92.519,74.228,65024.0,70281.77995871118,61434.03112928609,48100.55368141052,0.2543614238559642,0.36134453781512604
15500,"Burlington, NC",2,3,12220,"Auburn-Opelika, AL",2,4.288180521100444,12312.0,87.933,62.078,63649.0,72383.51927035356,62628.00710071414,48626.437724029616,0.27210367255887064,0.3426294820717131
15500,"Burlington, NC",2,4,17420,"Cleveland, TN",2,4.31797907115412,12072.0,88.08,60.327,66135.0,75085.14986376022,61338.95322434151,47633.23115349682,0.27203319219128225,0.3251231527093596
15500,"Burlington, NC",2,5,14540,"Bowling Green, KY",2,4.35092388959684,11700.0,90.179,63.395,63328.0,70224.77516938532,60885.41767580124,47911.2219096029,0.2515916322732563,0.32967032967032966
15500,"Burlington, NC",2,6,40660,"Rome, GA",2,4.43236606081985,12168.0,90.161,60.276,65565.0,72719.91215714111,60486.93796730683,46991.080556674744,0.26570970700495744,0.3622448979591837
15500,"Burlington, NC",2,7,46660,"Valdosta, GA",2,4.455200031271039,12300.0,88.271,58.758,57085.0,64670.163473847584,59038.44953295425,45104.08830446471,0.2825291611788849,0.35864978902953587
15500,"Burlington, NC",2,8,33140,"Michigan City-La Porte, IN",2,4.484148046878666,11712.0,91.682,68.451,71055.0,77501.58155363103,60308.200852819915,47533.61042067401,0.24751796376976304,0.34759358288770054
15500,"Burlington, NC",2,9,17980,"Columbus, GA-AL",2,4.536896073268609,12828.0,89.296,61.185,59336.0,66448.66511377889,62088.856915922086,47723.15184514624,0.2837119690139352,0.28152492668621704
15500,"Burlington, NC",2,10,30140,"Lebanon, PA",2,4.546533190532649,13320.0,93.214,66.039,78425.0,84134.35749994636,62203.51361122803,47913.814638970645,0.2692273627288504,0.35023041474654376
15540,"Burlington-South Burlington, VT",1,1,38860,"Portland-South Portland, ME",1,4.591275683387727,17820.0,101.858,105.164,92175.0,90493.62838461387,65501.915349666735,48006.971408101024,0.3058479428735404,0.3081761006289308
15540,"Burlington-South Burlington, VT",1,2,22660,"Fort Collins-Loveland, CO",1,5.0536959625868665,20592.0,101.128,120.592,93765.0,92719.12823352583,68590.8747918329,48228.56168369273,0.34663914441524585,0.41745283018867924
15540,"Burlington-South Burlington, VT",1,3,17820,"Colorado Springs, CO",1,5.10088006787146,20388.0,100.707,116.207,90144.0,89511.15612618787,66961.94500625262,46717.076228511236,0.3564059462598079,0.34475374732334046
15540,"Burlington-South Burlington, VT",1,4,16820,"Charlottesville, VA",1,5.152971191813286,19176.0,99.146,107.041,93598.0,94404.21197022573,67340.57421810836,47999.40059537018,0.3484298226855864,0.32285714285714284
15540,"Burlington-South Burlington, VT",1,5,31700,"Manchester-Nashua, NH",1,5.208804842141723,19476.0,105.657,134.22,103545.0,98001.07896305971,63863.91534751542,45430.6832852763,0.34212374074494756,0.3234624145785877
15540,"Burlington-South Burlington, VT",1,6,47930,"Waterbury-Shelton, CT",5,5.406749219398776,15960.0,99.778,89.111,86191.0,86382.76974884242,68011.71009898384,52016.20006671219,0.27924712171290555,0.3435897435897436
15540,"Burlington-South Burlington, VT",1,7,13460,"Bend, OR",3,5.473101937277946,20364.0,103.607,109.958,89788.0,86662.09812078334,63998.86696921613,44343.824356265264,0.35544100910429943,0.3914209115281501
15540,"Burlington-South Burlington, VT",1,8,39580,"Raleigh-Cary, NC",1,5.813873718731919,18876.0,98.157,103.476,100103.0,101982.5381786322,66179.1612271303,46948.74464960654,0.34717101034965425,0.2859778597785978
15540,"Burlington-South Burlington, VT",1,9,40060,"Richmond, VA",1,5.8191457380628355,17364.0,97.858,99.136,86679.0,88576.30444112897,68241.30691375065,50497.22875969068,0.3106618908925918,0.2777777777777778
15540,"Burlington-South Burlington, VT",1,10,31540,"Madison, WI",1,5.8212868814703205,16248.0,97.287,99.748,88804.0,91280.4382908302,70765.56801523487,54064.46714872649,0.2777887735363412,0.3302238805970149
15940,"Canton-Massillon, OH",4,1,21780,"Evansville, IN",4,2.51376058386028,11832.0,91.528,66.735,68232.0,74547.67939865396,64327.87401552051,51400.68233647148,0.2355851644071024,0.3278236914600551
15940,"Canton-Massillon, OH",4,2,49660,"Youngstown-Warren, OH",2,2.5450760890014643,9540.0,87.394,53.448,56713.0,64893.47094766231,63549.85505936163,52633.77386385622,0.20069441219467554,0.3277777777777778
15940,"Canton-Massillon, OH",4,3,23060,"Fort Wayne, IN",4,2.60529971605181,12036.0,92.572,72.277,71213.0,76927.14859784815,63424.868905130206,50423.097311127705,0.23763223462009603,0.3185840707964602
15940,"Canton-Massillon, OH",4,4,43780,"South Bend-Mishawaka, IN-MI",4,2.689555030044477,12552.0,92.858,74.586,67217.0,72386.8702750436,64529.314989695355,51011.901304283216,0.24506448426998492,0.3015463917525773
15940,"Canton-Massillon, OH",4,5,40420,"Rockford, IL",4,3.032669545905626,12276.0,92.154,70.076,68033.0,73825.33585085835,66247.96407049483,52926.78430618726,0.23770536809852624,0.29080118694362017
15940,"Canton-Massillon, OH",4,6,14540,"Bowling Green, KY",2,3.096256683557281,11700.0,90.179,63.395,63328.0,70224.77516938532,60885.41767580124,47911.2219096029,0.2515916322732563,0.32967032967032966
15940,"Canton-Massillon, OH",4,7,49180,"Winston-Salem, NC",4,3.308008316643366,12192.0,92.043,71.377,65975.0,71678.45463533347,63979.902085542344,50733.91922970323,0.24631398755916462,0.2692307692307692
15940,"Canton-Massillon, OH",4,8,10420,"Akron, OH",4,3.424083191595623,12396.0,93.37,76.785,72371.0,77509.9068223198,65443.69046198477,52167.47754563048,0.23829894393732945,0.2775423728813559
15940,"Canton-Massillon, OH",4,9,31340,"Lynchburg, VA",4,3.475262051477928,11892.0,89.363,63.912,68996.0,77208.6881595291,66726.68393557685,53419.16292576295,0.23931646222428965,0.3181818181818182
15940,"Canton-Massillon, OH",4,10,44180,"Springfield, MO",4,3.4901771676688482,11664.0,88.585,65.568,65071.0,73456.00270926229,63126.94834819056,49959.933616576855,0.2404464327024649,0.28672985781990523
15980,"Cape Coral-Fort Myers, FL",3,1,35840,"North Port-Bradenton-Sarasota, FL",3,2.7211524596016057,20964.0,102.417,127.95,80859.0,78950.76012771318,58295.16398581491,37825.90595248059,0.4099315419670332,0.2753303964757709
15980,"Cape Coral-Fort Myers, FL",3,2,38940,"Port St. Lucie, FL",3,3.7453836085669727,18960.0,100.228,113.642,74514.0,74344.49455242048,59021.63945325537,40104.76991580076,0.3778380640189969,0.31767955801104975
15980,"Cape Coral-Fort Myers, FL",3,3,19660,"Deltona-Daytona Beach-Ormond Beach, FL",3,4.330762044183675,18000.0,99.367,108.375,71277.0,71731.05759457365,56280.31925881352,38165.65342407966,0.37412577856248325,0.3053435114503817
15980,"Cape Coral-Fort Myers, FL",3,4,41100,"St. George, UT",3,4.678714048964875,18792.0,97.321,98.148,80632.0,82851.59420885523,58262.322438265,38953.02639732831,0.38947142117700184,0.3381294964028777
15980,"Cape Coral-Fort Myers, FL",3,5,34940,"Naples-Marco Island, FL",3,5.2040056278109965,22344.0,103.2,129.441,90045.0,87252.90697674418,62069.15544675643,40417.99265605875,0.41385420867850703,0.3157894736842105
15980,"Cape Coral-Fort Myers, FL",3,6,37460,"Panama City-Panama City Beach, FL",3,5.547861362968468,17472.0,97.296,96.424,71514.0,73501.48001973359,58354.237566858705,40396.6647992218,0.36177488698844124,0.3771043771043771
15980,"Cape Coral-Fort Myers, FL",3,7,36740,"Orlando-Kissimmee-Sanford, FL",3,5.6819395041763165,21120.0,101.418,123.374,78533.0,77434.9720956832,58961.82523967011,38137.11956612103,0.4124475879134673,0.23
15980,"Cape Coral-Fort Myers, FL",3,8,37860,"Pensacola-Ferry Pass-Brent, FL",3,5.757190284243195,16248.0,97.717,98.77,75967.0,77741.84635222121,58562.87738004662,41935.26908261629,0.3324508354890374,0.3230769230769231
15980,"Cape Coral-Fort Myers, FL",3,9,45300,"Tampa-St. Petersburg-Clearwater, FL",3,5.779604344963721,19536.0,100.89,125.839,74392.0,73735.75180890078,59465.07072966093,40101.40733388336,0.37957932846007064,0.24006359300476948
15980,"Cape Coral-Fort Myers, FL",3,10,17660,"Coeur d'Alene, ID",3,5.907741269478295,17904.0,98.293,105.597,81861.0,83282.63457214653,60748.985176970884,42534.056341753734,0.3479514361497808,0.4024390243902439
16020,"Cape Girardeau, MO-IL",2,1,11020,"Altoona, PA",2,4.091768380402615,10620.0,89.507,54.978,62382.0,69695.1076452121,62179.822938593694,50314.82913922604,0.22773399270949926,0.35684647302904565
16020,"Cape Girardeau, MO-IL",2,2,36980,"Owensboro, KY",2,4.369754733440637,10884.0,88.61,55.698,68002.0,76743.03126058007,61968.56622802557,49685.52819620073,0.23782500534711193,0.36633663366336633
16020,"Cape Girardeau, MO-IL",2,3,27860,"Jonesboro, AR",2,4.723925675094663,11148.0,85.876,53.848,56738.0,66069.68186687781,60278.60351726368,47297.09529610759,0.25100764913006907,0.3983402489626556
16020,"Cape Girardeau, MO-IL",2,4,48700,"Williamsport, PA",2,4.764249244776798,10956.0,92.35,64.392,63917.0,69211.69463995668,61918.573443537956,50055.0109096993,0.22641284961979163,0.358974358974359
16020,"Cape Girardeau, MO-IL",2,5,30620,"Lima, OH",2,4.819565842179746,11064.0,89.669,57.275,64038.0,71415.9854576275,64678.78328276013,52340.07090724574,0.22672824193499586,0.34545454545454546
16020,"Cape Girardeau, MO-IL",2,6,10780,"Alexandria, LA",2,4.844990686960714,11352.0,85.686,53.684,56353.0,65766.86973367877,61858.973038780015,48610.60107603231,0.2594567995595722,0.4099099099099099
16020,"Cape Girardeau, MO-IL",2,7,27780,"Johnstown, PA",2,4.87643633229583,8868.0,85.929,42.333,58418.0,67984.03332984207,62586.554015524445,52266.40598633756,0.1936110100727031,0.38565022421524664
16020,"Cape Girardeau, MO-IL",2,8,41140,"St. Joseph, MO-KS",2,4.971810096321168,10740.0,86.382,55.359,65005.0,75252.94621564678,66964.4952308007,54531.34943653802,0.22018524048956223,0.33183856502242154
16020,"Cape Girardeau, MO-IL",2,9,48260,"Weirton-Steubenville, WV-OH",2,5.032475227571008,9420.0,89.024,52.383,58784.0,66031.63191948239,61784.71012197054,51203.293874666444,0.20762400003583392,0.40782122905027934
16020,"Cape Girardeau, MO-IL",2,10,27180,"Jackson, TN",2,5.04870246332119,11964.0,85.522,56.567,61177.0,71533.64046678047,64366.84420383058,50377.461354972984,0.2560485348037776,0.3711340206185567
16180,"Carson City, NV",3,1,42140,"Santa Fe, NM",3,6.25677304743585,16668.0,98.767,107.978,79071.0,80058.11657739934,63056.16468106011,46180.08258886332,0.31475592708752903,0.4396887159533074
16180,"Carson City, NV",3,2,26820,"Idaho Falls, ID",4,6.508422902568487,13524.0,94.412,83.985,80291.0,85043.21484557047,64894.98335528667,50570.53307354283,0.2703297036209735,0.35315985130111527
16180,"Carson City, NV",3,3,17660,"Coeur d'Alene, ID",3,6.6011471250787,17904.0,98.293,105.597,81861.0,83282.63457214653,60748.985176970884,42534.056341753734,0.3479514361497808,0.4024390243902439
